"","date","carrier","flight_num","origin","dest","dest_state","sched_dep","dep","sched_arr","arr","cancelled","canc_code","distance","weekday","dep_delay","arr_delay"
"145",2017-10-04,"AA",730,11292,11057,36,2018-11-12 11:50:00,2018-11-12 11:48:00,2018-11-12 17:02:00,2018-11-12 17:29:00,0,NA,1337,"Wednesday",-120,1620
"146",2017-11-12,"WN",3614,12191,11697,33,2018-11-12 10:35:00,2018-11-12 10:32:00,2018-11-12 13:55:00,2018-11-12 13:48:00,0,NA,957,"Sunday",-180,-420
"147",2017-11-18,"DL",1676,10397,10693,54,2018-11-12 14:05:00,2018-11-12 14:07:00,2018-11-12 14:14:00,2018-11-12 14:12:00,0,NA,214,"Saturday",120,-120
"148",2017-10-11,"DL",690,13487,12264,38,2018-11-12 12:50:00,2018-11-12 12:45:00,2018-11-12 16:15:00,2018-11-12 16:03:00,0,NA,908,"Wednesday",-300,-720
"149",2017-10-12,"B6",485,14576,12478,22,2018-11-12 10:44:00,2018-11-12 10:36:00,2018-11-12 12:01:00,2018-11-12 11:45:00,0,NA,264,"Thursday",-480,-960
"150",2017-12-16,"DL",1927,11697,10397,34,2018-11-12 07:45:00,2018-11-12 07:37:00,2018-11-12 09:37:00,2018-11-12 09:21:00,0,NA,581,"Saturday",-480,-960
"151",2017-12-14,"UA",1593,14679,12266,74,2018-11-12 12:10:00,2018-11-12 12:08:00,2018-11-12 17:22:00,2018-11-12 17:13:00,0,NA,1303,"Thursday",-120,-540
"152",2017-10-22,"DL",1586,10397,12953,22,2018-11-12 13:30:00,2018-11-12 13:26:00,2018-11-12 15:45:00,2018-11-12 15:24:00,0,NA,762,"Sunday",-240,-1260
"153",2017-12-31,"OO",5068,11027,12264,38,2018-11-12 10:29:00,NA,2018-11-12 11:34:00,NA,1,"B",151,"Sunday",NA,NA
"154",2017-10-03,"VX",1865,11292,14771,91,2018-11-12 12:00:00,2018-11-12 11:55:00,2018-11-12 13:45:00,2018-11-12 13:41:00,0,NA,967,"Tuesday",-300,-240
"155",2017-12-17,"B6",352,13204,10721,13,2018-11-12 14:11:00,2018-11-12 13:57:00,2018-11-12 17:04:00,2018-11-12 16:47:00,0,NA,1121,"Sunday",-840,-1020
"156",2017-10-02,"UA",321,12266,12264,38,2018-11-12 16:30:00,2018-11-12 17:30:00,2018-11-12 20:34:00,2018-11-12 21:20:00,0,NA,1190,"Monday",3600,2760
"157",2017-12-21,"DL",2001,12478,11697,33,2018-11-12 13:30:00,2018-11-12 13:32:00,2018-11-12 16:50:00,2018-11-12 16:13:00,0,NA,1069,"Thursday",120,-2220
"158",2017-10-19,"UA",2107,11292,12892,91,2018-11-12 07:56:00,2018-11-12 07:52:00,2018-11-12 09:30:00,2018-11-12 09:50:00,0,NA,862,"Thursday",-240,1200
"159",2017-12-12,"WN",1493,15016,10397,34,2018-11-12 20:40:00,2018-11-12 20:30:00,2018-11-12 23:10:00,2018-11-12 22:47:00,0,NA,484,"Tuesday",-600,-1380
"160",2017-10-20,"AA",1272,13930,11292,82,2018-11-12 12:00:00,2018-11-12 12:02:00,2018-11-12 13:35:00,2018-11-12 13:17:00,0,NA,888,"Friday",120,-1080
"161",2017-11-22,"DL",219,12478,13204,33,2018-11-12 19:35:00,2018-11-12 19:29:00,2018-11-12 22:29:00,2018-11-12 22:26:00,0,NA,944,"Wednesday",-360,-180
"162",2017-12-01,"AA",415,10713,14107,81,2018-11-12 13:48:00,2018-11-12 13:41:00,2018-11-12 15:50:00,2018-11-12 15:40:00,0,NA,735,"Friday",-420,-600
"163",2017-11-30,"NK",639,11433,15304,33,2018-11-12 10:30:00,2018-11-12 10:24:00,2018-11-12 13:06:00,2018-11-12 12:59:00,0,NA,983,"Thursday",-360,-420
"164",2017-10-09,"WN",1593,14570,13796,91,2018-11-12 11:45:00,2018-11-12 11:59:00,2018-11-12 12:40:00,2018-11-12 12:44:00,0,NA,181,"Monday",840,240
"165",2017-10-26,"UA",259,14771,14747,93,2018-11-12 06:15:00,2018-11-12 06:06:00,2018-11-12 08:30:00,2018-11-12 08:13:00,0,NA,679,"Thursday",-540,-1020
"166",2017-10-26,"NK",620,12892,13198,64,2018-11-12 09:42:00,2018-11-12 09:33:00,2018-11-12 14:59:00,2018-11-12 14:43:00,0,NA,1363,"Thursday",-540,-960
"167",2017-11-15,"OO",5940,13930,10397,34,2018-11-12 11:00:00,2018-11-12 10:55:00,2018-11-12 14:04:00,2018-11-12 13:49:00,0,NA,606,"Wednesday",-300,-900
"168",2017-10-09,"DL",2251,10397,11057,36,2018-11-12 10:06:00,2018-11-12 10:34:00,2018-11-12 11:17:00,2018-11-12 11:57:00,0,NA,226,"Monday",1680,2400
"169",2017-11-20,"WN",1667,11292,12953,22,2018-11-12 10:30:00,2018-11-12 12:00:00,2018-11-12 16:10:00,2018-11-12 17:29:00,0,NA,1620,"Monday",5400,4740
"170",2017-12-01,"AA",2089,10529,11057,36,2018-11-12 08:00:00,2018-11-12 07:51:00,2018-11-12 10:30:00,2018-11-12 10:30:00,0,NA,644,"Friday",-540,0
"171",2017-10-22,"WN",3890,12892,12889,85,2018-11-12 14:20:00,2018-11-12 14:50:00,2018-11-12 15:30:00,2018-11-12 15:56:00,0,NA,236,"Sunday",1800,1560
"172",2017-10-23,"NK",323,13487,12892,91,2018-11-12 06:00:00,2018-11-12 05:55:00,2018-11-12 08:06:00,2018-11-12 07:36:00,0,NA,1535,"Monday",-300,-1800
"173",2017-10-06,"DL",1542,13485,13487,63,2018-11-12 06:35:00,2018-11-12 06:34:00,2018-11-12 07:45:00,2018-11-12 07:35:00,0,NA,228,"Friday",-60,-600
"174",2017-12-08,"OO",4965,13487,10713,83,2018-11-12 19:45:00,2018-11-12 20:40:00,2018-11-12 22:09:00,2018-11-12 23:08:00,0,NA,1142,"Friday",3300,3540
"175",2017-12-13,"WN",541,12191,12451,33,2018-11-12 19:50:00,2018-11-12 19:52:00,2018-11-12 22:50:00,2018-11-12 22:33:00,0,NA,816,"Wednesday",120,-1020
"176",2017-10-26,"WN",594,14107,14679,91,2018-11-12 11:55:00,2018-11-12 11:54:00,2018-11-12 13:05:00,2018-11-12 12:48:00,0,NA,304,"Thursday",-60,-1020
"177",2017-12-29,"UA",1857,11618,14635,33,2018-11-12 20:47:00,2018-11-12 20:43:00,2018-11-12 23:58:00,2018-11-12 23:42:00,0,NA,1068,"Friday",-240,-960
"178",2017-11-30,"OO",5866,12992,13930,41,2018-11-12 07:03:00,2018-11-12 06:58:00,2018-11-12 08:55:00,2018-11-12 08:46:00,0,NA,552,"Thursday",-300,-540
"179",2017-12-29,"WN",6457,13851,11259,74,2018-11-12 15:00:00,2018-11-12 15:21:00,2018-11-12 15:55:00,2018-11-12 16:13:00,0,NA,181,"Friday",1260,1080
"180",2017-10-06,"UA",341,11618,12266,74,2018-11-12 17:55:00,2018-11-12 17:49:00,2018-11-12 20:34:00,2018-11-12 20:40:00,0,NA,1400,"Friday",-360,360
"181",2017-10-20,"WN",205,13232,13198,64,2018-11-12 13:00:00,2018-11-12 13:04:00,2018-11-12 14:25:00,2018-11-12 14:25:00,0,NA,405,"Friday",240,0
"182",2017-12-16,"B6",2727,11618,13204,33,2018-11-12 22:15:00,2018-11-12 22:57:00,2018-11-12 00:55:00,2018-11-12 01:20:00,0,NA,937,"Saturday",2520,1500
"183",2017-11-24,"UA",411,13930,12892,91,2018-11-12 19:43:00,2018-11-12 19:48:00,2018-11-12 22:14:00,2018-11-12 22:39:00,0,NA,1745,"Friday",300,1500
"184",2017-11-17,"B6",1572,11697,12953,22,2018-11-12 11:10:00,2018-11-12 11:06:00,2018-11-12 14:02:00,2018-11-12 13:54:00,0,NA,1076,"Friday",-240,-480
"185",2017-12-21,"OO",5393,13930,13851,73,2018-11-12 19:15:00,2018-11-12 19:19:00,2018-11-12 21:44:00,2018-11-12 22:10:00,0,NA,693,"Thursday",240,1560
"186",2017-11-27,"OO",5150,14771,14893,91,2018-11-12 18:32:00,2018-11-12 18:24:00,2018-11-12 19:25:00,2018-11-12 19:09:00,0,NA,86,"Monday",-480,-960
"187",2017-12-20,"B6",375,14100,11697,33,2018-11-12 07:00:00,2018-11-12 06:59:00,2018-11-12 09:58:00,2018-11-12 09:41:00,0,NA,992,"Wednesday",-60,-1020
"188",2017-12-10,"OO",5580,14696,13930,41,2018-11-12 11:25:00,2018-11-12 11:24:00,2018-11-12 11:22:00,2018-11-12 11:26:00,0,NA,84,"Sunday",-60,240
"189",2017-12-03,"HA",306,12173,13830,2,2018-11-12 07:57:00,2018-11-12 07:51:00,2018-11-12 08:36:00,2018-11-12 08:29:00,0,NA,100,"Sunday",-360,-420
"190",2017-12-16,"DL",2944,14869,11433,43,2018-11-12 14:07:00,2018-11-12 14:07:00,2018-11-12 19:32:00,2018-11-12 19:23:00,0,NA,1481,"Saturday",0,-540
"191",2017-11-12,"HA",179,12402,13830,2,2018-11-12 17:45:00,2018-11-12 17:58:00,2018-11-12 18:26:00,2018-11-12 18:47:00,0,NA,121,"Sunday",780,1260
"192",2017-11-25,"WN",2383,13232,10397,34,2018-11-12 12:25:00,2018-11-12 12:22:00,2018-11-12 15:20:00,2018-11-12 15:15:00,0,NA,591,"Saturday",-180,-300
"193",2017-11-24,"OO",7379,14869,10918,87,2018-11-12 09:50:00,2018-11-12 09:47:00,2018-11-12 10:40:00,2018-11-12 11:06:00,0,NA,221,"Friday",-180,1560
"194",2017-11-19,"AA",1644,13930,13303,33,2018-11-12 20:30:00,2018-11-12 20:28:00,2018-11-12 00:32:00,2018-11-12 00:10:00,0,NA,1197,"Sunday",-120,-1320
"195",2017-10-29,"OO",7416,14520,13487,63,2018-11-12 15:51:00,2018-11-12 15:52:00,2018-11-12 17:05:00,2018-11-12 17:12:00,0,NA,190,"Sunday",60,420
"196",2017-12-10,"WN",3282,10721,11066,44,2018-11-12 12:40:00,2018-11-12 12:38:00,2018-11-12 14:55:00,2018-11-12 14:35:00,0,NA,640,"Sunday",-120,-1200
"197",2017-11-19,"AA",2316,11618,13930,41,2018-11-12 07:15:00,2018-11-12 07:07:00,2018-11-12 09:00:00,2018-11-12 08:43:00,0,NA,719,"Sunday",-480,-1020
"198",2017-10-18,"B6",20,14679,10721,13,2018-11-12 21:22:00,2018-11-12 21:14:00,2018-11-12 05:48:00,2018-11-12 05:32:00,0,NA,2588,"Wednesday",-480,-960
"199",2017-11-15,"OO",4555,14489,14869,87,2018-11-12 12:32:00,2018-11-12 12:28:00,2018-11-12 15:13:00,2018-11-12 15:03:00,0,NA,525,"Wednesday",-240,-600
"200",2017-11-11,"OO",3064,13930,13076,45,2018-11-12 08:30:00,2018-11-12 08:22:00,2018-11-12 09:42:00,2018-11-12 09:37:00,0,NA,215,"Saturday",-480,-300
"201",2017-10-29,"WN",5793,11259,13204,33,2018-11-12 19:45:00,2018-11-12 19:51:00,2018-11-12 23:10:00,2018-11-12 23:01:00,0,NA,973,"Sunday",360,-540
"202",2017-12-09,"WN",4065,12339,12191,74,2018-11-12 12:15:00,2018-11-12 12:33:00,2018-11-12 13:55:00,2018-11-12 13:59:00,0,NA,861,"Saturday",1080,240
"203",2017-12-21,"WN",5325,14027,10821,35,2018-11-12 19:45:00,2018-11-12 19:39:00,2018-11-12 22:05:00,2018-11-12 22:04:00,0,NA,883,"Thursday",-360,-60
"204",2017-12-26,"WN",5293,13198,13232,41,2018-11-12 18:30:00,2018-11-12 18:42:00,2018-11-12 19:50:00,2018-11-12 19:57:00,0,NA,405,"Tuesday",720,420
"205",2017-10-24,"DL",1767,10397,11721,43,2018-11-12 09:41:00,2018-11-12 09:39:00,2018-11-12 11:32:00,2018-11-12 11:28:00,0,NA,645,"Tuesday",-120,-240
"206",2017-11-21,"WN",5728,10821,14307,15,2018-11-12 16:10:00,2018-11-12 16:22:00,2018-11-12 17:20:00,2018-11-12 17:27:00,0,NA,327,"Tuesday",720,420
"207",2017-11-15,"DL",2009,13930,10397,34,2018-11-12 18:44:00,2018-11-12 18:38:00,2018-11-12 21:45:00,2018-11-12 21:27:00,0,NA,606,"Wednesday",-360,-1080
"208",2017-12-11,"AA",969,13303,11298,74,2018-11-12 10:45:00,2018-11-12 10:44:00,2018-11-12 13:02:00,2018-11-12 12:56:00,0,NA,1121,"Monday",-60,-360
"209",2017-10-26,"UA",347,11292,12953,22,2018-11-12 08:02:00,2018-11-12 07:56:00,2018-11-12 13:39:00,2018-11-12 13:22:00,0,NA,1620,"Thursday",-360,-1020
"210",2017-12-26,"OO",5367,11109,12892,91,2018-11-12 07:15:00,2018-11-12 08:04:00,2018-11-12 09:05:00,2018-11-12 10:04:00,0,NA,833,"Tuesday",2940,3540
"211",2017-10-07,"DL",736,10397,11612,42,2018-11-12 22:20:00,2018-11-12 22:16:00,2018-11-12 22:41:00,2018-11-12 22:27:00,0,NA,350,"Saturday",-240,-840
"212",2017-11-27,"OO",5418,11292,13158,74,2018-11-12 19:59:00,2018-11-12 19:49:00,2018-11-12 22:49:00,2018-11-12 22:29:00,0,NA,563,"Monday",-600,-1200
"213",2017-10-27,"DL",864,14100,11433,43,2018-11-12 07:30:00,2018-11-12 07:25:00,2018-11-12 09:13:00,2018-11-12 08:58:00,0,NA,453,"Friday",-300,-900
"214",2017-11-15,"UA",1554,12266,11298,74,2018-11-12 18:10:00,2018-11-12 18:19:00,2018-11-12 19:30:00,2018-11-12 19:39:00,0,NA,224,"Wednesday",540,540
"215",2017-10-22,"WN",6404,11292,10800,91,2018-11-12 14:10:00,2018-11-12 14:12:00,2018-11-12 15:35:00,2018-11-12 15:23:00,0,NA,850,"Sunday",120,-720
"216",2017-11-21,"B6",1734,14027,11278,38,2018-11-12 11:25:00,2018-11-12 11:40:00,2018-11-12 13:41:00,2018-11-12 13:52:00,0,NA,857,"Tuesday",900,660
"217",2017-10-24,"UA",1608,15096,13930,41,2018-11-12 17:21:00,2018-11-12 17:33:00,2018-11-12 18:34:00,2018-11-12 18:21:00,0,NA,607,"Tuesday",720,-780
"218",2017-12-08,"UA",1844,12266,14771,91,2018-11-12 20:04:00,2018-11-12 20:00:00,2018-11-12 22:28:00,2018-11-12 21:46:00,0,NA,1635,"Friday",-240,-2520
"219",2017-11-22,"WN",4217,14679,12889,85,2018-11-12 22:55:00,2018-11-12 22:55:00,2018-11-12 00:05:00,2018-11-12 00:03:00,0,NA,258,"Wednesday",0,-120
"220",2017-11-24,"B6",1022,14027,10721,13,2018-11-12 08:15:00,2018-11-12 08:02:00,2018-11-12 11:15:00,2018-11-12 11:06:00,0,NA,1197,"Friday",-780,-540
"221",2017-10-03,"OO",4956,10431,10397,34,2018-11-12 15:05:00,2018-11-12 15:02:00,2018-11-12 16:12:00,2018-11-12 16:02:00,0,NA,164,"Tuesday",-180,-600
"222",2017-11-22,"OO",4545,14869,15376,81,2018-11-12 20:25:00,2018-11-12 20:17:00,2018-11-12 22:24:00,2018-11-12 22:08:00,0,NA,601,"Wednesday",-480,-960
"223",2017-10-20,"WN",4644,12278,12889,85,2018-11-12 16:25:00,2018-11-12 17:04:00,2018-11-12 17:05:00,2018-11-12 17:48:00,0,NA,986,"Friday",2340,2580
"224",2017-11-26,"WN",6882,14570,13796,91,2018-11-12 12:10:00,2018-11-12 12:07:00,2018-11-12 13:10:00,2018-11-12 13:19:00,0,NA,181,"Sunday",-180,540
"225",2017-12-02,"AA",2768,11298,14771,91,2018-11-12 16:39:00,2018-11-12 16:33:00,2018-11-12 18:37:00,2018-11-12 18:09:00,0,NA,1464,"Saturday",-360,-1680
"226",2017-11-19,"WN",6058,14635,10397,34,2018-11-12 13:40:00,2018-11-12 13:55:00,2018-11-12 15:25:00,2018-11-12 15:37:00,0,NA,515,"Sunday",900,720
"227",2017-10-12,"DL",1637,11433,10821,35,2018-11-12 17:35:00,2018-11-12 17:30:00,2018-11-12 19:10:00,2018-11-12 19:03:00,0,NA,409,"Thursday",-300,-420
"228",2017-10-02,"WN",1247,10821,14492,36,2018-11-12 16:25:00,2018-11-12 16:23:00,2018-11-12 17:30:00,2018-11-12 17:20:00,0,NA,255,"Monday",-120,-600
"229",2017-11-21,"WN",1738,14771,11292,82,2018-11-12 20:55:00,2018-11-12 20:48:00,2018-11-12 00:20:00,2018-11-12 23:52:00,0,NA,967,"Tuesday",-420,84720
"230",2017-12-28,"DL",1897,10397,11066,44,2018-11-12 21:09:00,2018-11-12 21:07:00,2018-11-12 22:44:00,2018-11-12 22:30:00,0,NA,447,"Thursday",-120,-840
"231",2017-11-19,"AA",2246,11193,11298,74,2018-11-12 08:00:00,2018-11-12 07:56:00,2018-11-12 09:53:00,2018-11-12 09:48:00,0,NA,812,"Sunday",-240,-300
"232",2017-10-28,"AA",1912,11292,13303,33,2018-11-12 14:15:00,2018-11-12 14:21:00,2018-11-12 20:11:00,2018-11-12 20:37:00,0,NA,1709,"Saturday",360,1560
"233",2017-10-17,"OO",3549,12892,11292,82,2018-11-12 15:50:00,2018-11-12 15:40:00,2018-11-12 19:14:00,2018-11-12 19:01:00,0,NA,862,"Tuesday",-600,-780
"234",2017-12-14,"EV",4220,12266,10781,72,2018-11-12 14:20:00,2018-11-12 14:19:00,2018-11-12 15:27:00,2018-11-12 15:22:00,0,NA,253,"Thursday",-60,-300
"235",2017-11-24,"DL",1247,13487,11292,82,2018-11-12 19:55:00,2018-11-12 21:43:00,2018-11-12 21:10:00,2018-11-12 22:30:00,0,NA,680,"Friday",6480,4800
"236",2017-10-08,"OO",3445,14252,14747,93,2018-11-12 14:04:00,2018-11-12 13:54:00,2018-11-12 14:57:00,2018-11-12 15:08:00,0,NA,172,"Sunday",-600,660
"237",2017-10-09,"UA",463,13930,12892,91,2018-11-12 12:15:00,2018-11-12 12:15:00,2018-11-12 14:36:00,2018-11-12 14:26:00,0,NA,1744,"Monday",0,-600
"238",2017-11-22,"DL",1320,10397,14685,34,2018-11-12 23:33:00,2018-11-12 23:30:00,2018-11-12 00:39:00,2018-11-12 00:29:00,0,NA,214,"Wednesday",-180,-600
"239",2017-10-15,"HA",546,12173,13830,2,2018-11-12 18:00:00,2018-11-12 18:01:00,2018-11-12 18:40:00,2018-11-12 18:36:00,0,NA,100,"Sunday",60,-240
"240",2017-11-01,"B6",6,11697,11618,21,2018-11-12 13:18:00,2018-11-12 13:14:00,2018-11-12 16:18:00,2018-11-12 15:53:00,0,NA,1065,"Wednesday",-240,-1500
"241",2017-10-27,"AA",2740,13930,10721,13,2018-11-12 20:10:00,2018-11-12 20:06:00,2018-11-12 23:28:00,2018-11-12 23:13:00,0,NA,867,"Friday",-240,-900
"242",2017-10-23,"WN",276,14831,14679,91,2018-11-12 15:20:00,2018-11-12 15:43:00,2018-11-12 16:40:00,2018-11-12 16:56:00,0,NA,417,"Monday",1380,960
"243",2017-11-05,"WN",4011,12892,13796,91,2018-11-12 10:35:00,2018-11-12 10:33:00,2018-11-12 12:00:00,2018-11-12 11:51:00,0,NA,337,"Sunday",-120,-540
"244",2017-11-01,"DL",2897,13487,10713,83,2018-11-12 11:31:00,2018-11-12 11:31:00,2018-11-12 13:41:00,2018-11-12 14:03:00,0,NA,1142,"Wednesday",0,1320
"245",2017-10-07,"UA",217,11298,12266,74,2018-11-12 09:30:00,2018-11-12 09:22:00,2018-11-12 10:43:00,2018-11-12 10:28:00,0,NA,224,"Saturday",-480,-900
"246",2017-11-08,"WN",359,14771,11292,82,2018-11-12 18:30:00,2018-11-12 18:34:00,2018-11-12 21:55:00,2018-11-12 21:46:00,0,NA,967,"Wednesday",240,-540
"247",2017-11-14,"WN",5505,11278,14307,15,2018-11-12 19:55:00,2018-11-12 19:49:00,2018-11-12 21:15:00,2018-11-12 20:59:00,0,NA,356,"Tuesday",-360,-960
"248",2017-12-22,"DL",1411,13487,14057,92,2018-11-12 17:55:00,2018-11-12 17:55:00,2018-11-12 20:10:00,2018-11-12 19:52:00,0,NA,1426,"Friday",0,-1080
"249",2017-11-16,"DL",2046,14107,10397,34,2018-11-12 17:23:00,2018-11-12 17:22:00,2018-11-12 22:55:00,2018-11-12 22:36:00,0,NA,1587,"Thursday",-60,-1140
"250",2017-10-28,"AA",1701,13303,14100,23,2018-11-12 21:40:00,2018-11-12 21:41:00,2018-11-12 00:33:00,2018-11-12 00:18:00,0,NA,1013,"Saturday",60,-900
"251",2017-10-13,"UA",1299,14570,14771,91,2018-11-12 12:47:00,2018-11-12 13:20:00,2018-11-12 14:06:00,2018-11-12 14:55:00,0,NA,192,"Friday",1980,2940
"252",2017-11-04,"UA",1964,11292,12278,62,2018-11-12 17:50:00,2018-11-12 17:53:00,2018-11-12 20:16:00,2018-11-12 20:07:00,0,NA,420,"Saturday",180,-540
"253",2017-12-23,"WN",2195,14492,10821,35,2018-11-12 10:25:00,2018-11-12 10:47:00,2018-11-12 11:25:00,2018-11-12 11:43:00,0,NA,255,"Saturday",1320,1080
"254",2017-12-04,"AS",62,14828,12819,1,2018-11-12 12:00:00,2018-11-12 11:46:00,2018-11-12 12:48:00,2018-11-12 12:37:00,0,NA,183,"Monday",-840,-660
"255",2017-12-05,"UA",686,12266,13204,33,2018-11-12 07:37:00,2018-11-12 07:33:00,2018-11-12 10:58:00,2018-11-12 10:47:00,0,NA,854,"Tuesday",-240,-660
"256",2017-12-31,"AS",309,14831,14057,92,2018-11-12 16:15:00,2018-11-12 17:05:00,2018-11-12 17:54:00,2018-11-12 18:53:00,0,NA,569,"Sunday",3000,3540
"257",2017-10-08,"UA",466,13931,13930,41,2018-11-12 10:15:00,2018-11-12 10:12:00,2018-11-12 11:35:00,2018-11-12 11:07:00,0,NA,717,"Sunday",-180,-1680
"258",2017-12-23,"HA",275,13830,12173,2,2018-11-12 14:00:00,2018-11-12 14:13:00,2018-11-12 14:40:00,2018-11-12 15:19:00,0,NA,100,"Saturday",780,2340
"259",2017-10-27,"DL",1653,14869,14908,91,2018-11-12 11:26:00,2018-11-12 11:19:00,2018-11-12 12:25:00,2018-11-12 12:02:00,0,NA,588,"Friday",-420,-1380
"260",2017-12-06,"WN",561,10821,11193,52,2018-11-12 15:20:00,2018-11-12 15:19:00,2018-11-12 17:00:00,2018-11-12 16:56:00,0,NA,430,"Wednesday",-60,-240
"261",2017-11-07,"DL",1327,11066,12892,91,2018-11-12 06:27:00,2018-11-12 06:15:00,2018-11-12 08:40:00,2018-11-12 08:39:00,0,NA,1995,"Tuesday",-720,-60
"262",2017-12-29,"UA",1830,14771,10693,54,2018-11-12 11:13:00,2018-11-12 11:09:00,2018-11-12 17:32:00,2018-11-12 17:27:00,0,NA,1969,"Friday",-240,-300
"263",2017-10-03,"WN",4523,12191,10397,34,2018-11-12 19:45:00,2018-11-12 19:45:00,2018-11-12 22:40:00,2018-11-12 22:40:00,0,NA,696,"Tuesday",0,0
"264",2017-10-04,"OO",3445,14252,14747,93,2018-11-12 14:04:00,2018-11-12 13:58:00,2018-11-12 14:57:00,2018-11-12 14:44:00,0,NA,172,"Wednesday",-360,-780
"265",2017-10-07,"AA",313,13303,10821,35,2018-11-12 21:20:00,2018-11-12 21:53:00,2018-11-12 23:56:00,2018-11-12 00:29:00,0,NA,946,"Saturday",1980,-84420
"266",2017-12-11,"UA",483,13930,14107,81,2018-11-12 19:45:00,2018-11-12 20:00:00,2018-11-12 22:43:00,2018-11-12 22:39:00,0,NA,1440,"Monday",900,-240
"267",2017-12-17,"AA",1583,11298,15376,81,2018-11-12 14:09:00,2018-11-12 14:12:00,2018-11-12 15:34:00,2018-11-12 15:34:00,0,NA,813,"Sunday",180,0
"268",2017-10-22,"WN",2792,15370,11259,74,2018-11-12 14:55:00,2018-11-12 15:08:00,2018-11-12 15:55:00,2018-11-12 15:59:00,0,NA,237,"Sunday",780,240
"269",2017-12-03,"WN",4542,14771,12889,85,2018-11-12 14:35:00,2018-11-12 14:46:00,2018-11-12 16:05:00,2018-11-12 16:03:00,0,NA,414,"Sunday",660,-120
"270",2017-12-23,"OO",3477,11638,14679,91,2018-11-12 07:00:00,2018-11-12 07:00:00,2018-11-12 08:16:00,2018-11-12 08:12:00,0,NA,314,"Saturday",0,-240
"271",2017-12-28,"AA",956,13303,14492,36,2018-11-12 21:40:00,2018-11-12 21:40:00,2018-11-12 23:53:00,2018-11-12 23:44:00,0,NA,700,"Thursday",0,-540
"272",2017-10-10,"OO",5294,11193,13930,41,2018-11-12 18:10:00,2018-11-12 18:00:00,2018-11-12 18:35:00,2018-11-12 18:30:00,0,NA,264,"Tuesday",-600,-300
"273",2017-10-02,"AS",321,14831,14747,93,2018-11-12 06:45:00,2018-11-12 08:08:00,2018-11-12 08:50:00,2018-11-12 10:43:00,0,NA,696,"Monday",4980,6780
"274",2017-10-22,"F9",774,12889,11292,82,2018-11-12 11:10:00,2018-11-12 11:51:00,2018-11-12 14:05:00,2018-11-12 14:56:00,0,NA,628,"Sunday",2460,3060
"275",2017-10-22,"DL",2401,10257,10397,34,2018-11-12 12:31:00,2018-11-12 13:01:00,2018-11-12 15:09:00,2018-11-12 15:26:00,0,NA,853,"Sunday",1800,1020
"276",2017-11-06,"AA",190,11298,14683,74,2018-11-12 16:42:00,2018-11-12 16:38:00,2018-11-12 17:54:00,2018-11-12 17:43:00,0,NA,247,"Monday",-240,-660
"277",2017-12-25,"WN",1541,10821,13342,45,2018-11-12 09:35:00,2018-11-12 09:31:00,2018-11-12 10:40:00,2018-11-12 10:27:00,0,NA,641,"Monday",-240,-780
"278",2017-10-23,"DL",2174,14122,10397,34,2018-11-12 19:59:00,2018-11-12 20:11:00,2018-11-12 21:43:00,2018-11-12 21:56:00,0,NA,526,"Monday",720,780
"279",2017-10-09,"EV",4246,12266,13061,74,2018-11-12 09:15:00,2018-11-12 09:06:00,2018-11-12 10:28:00,2018-11-12 10:13:00,0,NA,301,"Monday",-540,-900
"280",2017-12-06,"WN",464,12892,13796,91,2018-11-12 18:15:00,2018-11-12 18:26:00,2018-11-12 19:35:00,2018-11-12 19:37:00,0,NA,337,"Wednesday",660,120
"281",2017-11-15,"DL",2687,12953,10721,13,2018-11-12 09:59:00,2018-11-12 09:54:00,2018-11-12 11:24:00,2018-11-12 11:05:00,0,NA,184,"Wednesday",-300,-1140
"282",2017-12-18,"OO",3046,16218,14107,81,2018-11-12 21:05:00,2018-11-12 21:04:00,2018-11-12 22:03:00,2018-11-12 21:59:00,0,NA,160,"Monday",-60,-240
"283",2017-11-03,"OO",5740,15023,14771,91,2018-11-12 14:30:00,2018-11-12 15:33:00,2018-11-12 15:21:00,2018-11-12 16:34:00,0,NA,66,"Friday",3780,4380
"284",2017-12-12,"DL",895,11775,13487,63,2018-11-12 07:59:00,2018-11-12 09:25:00,2018-11-12 09:20:00,2018-11-12 10:16:00,0,NA,196,"Tuesday",5160,3360
"285",2017-12-07,"AA",2673,11298,10693,54,2018-11-12 10:55:00,2018-11-12 10:56:00,2018-11-12 12:41:00,2018-11-12 12:38:00,0,NA,631,"Thursday",60,-180
"286",2017-11-14,"OO",5408,13930,10792,22,2018-11-12 14:05:00,2018-11-12 13:59:00,2018-11-12 16:51:00,2018-11-12 16:35:00,0,NA,473,"Tuesday",-360,-960
"287",2017-10-23,"WN",4414,12889,14570,85,2018-11-12 15:50:00,2018-11-12 15:57:00,2018-11-12 17:10:00,2018-11-12 17:04:00,0,NA,345,"Monday",420,-360
"288",2017-11-27,"AS",50,10299,14709,1,2018-11-12 14:44:00,2018-11-12 14:44:00,2018-11-12 16:28:00,2018-11-12 16:22:00,0,NA,626,"Monday",0,-360
"289",2017-12-03,"DL",1454,10397,11986,43,2018-11-12 19:25:00,2018-11-12 19:22:00,2018-11-12 21:25:00,2018-11-12 21:10:00,0,NA,640,"Sunday",-180,-900
